B_E03_id;E03_type;B_E06_id;E06_type;id;superordinate;levelOfDescription;signature;E06_title;title;publisher_ID;publisherEntityType;publisher;scopeAndContent;representationType;creationDate;extent;contentType;creator_id;creatorType;creator;carrierExtent;E22_place_Id;E22_Place_Name
B_E03_180000;RecordSet;B_E06_180000_001;Instantiation;180000;;Bestand;TD;Instantiation of - Zuger Sammlung;Zuger Sammlung;;;;;;Undatiert;;;;;;;;
B_E03_185846;RecordSet;B_E06_185846_001;Instantiation;185846;E03_180000;Bestand;TD_2;Instantiation of - Zuger Bildarchiv;Zuger Bildarchiv;;;;;Foto (Analog), Foto (Digitalisiert);1860 - ;;Bild;;;;;;
B_E03_82279;RecordSet;B_E06_82279_001;Instantiation;82279;E03_185846;Bestand;TD_22;Instantiation of - Postkartensammlung;Postkartensammlung;;;;;Foto (Analog), Foto (Digitalisiert);1885 - 2003;;Ansichtskarte;;;;;;
B_E03_166384;RecordSet;B_E06_166384_001;Instantiation;166384;E03_82279;Einzelstück;TD_22_00441;Instantiation of - Metallwaren Fabrik Zug;Metallwaren Fabrik Zug;;;;Farbe: s/w Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_166424;RecordSet;B_E06_166424_001;Instantiation;166424;E03_82279;Einzelstück;TD_22_00451;Instantiation of - (Hotel Ochsen mit Brunnen im Winter);(Hotel Ochsen mit Brunnen im Winter);;;;Farbe: s/w Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_166436;RecordSet;B_E06_166436_001;Instantiation;166436;E03_82279;Einzelstück;TD_22_00454;Instantiation of - Zug Hotel Ochsen, Kolinplatz;Zug Hotel Ochsen, Kolinplatz;https://www.foto-ch.ch/?a=fotograph&id=29468;Person;W. Wyss, Zug ;Farbe: farbig Text: ja;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1916;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_166448;RecordSet;B_E06_166448_001;Instantiation;166448;E03_82279;Einzelstück;TD_22_00457;Instantiation of - Zug, Hotel Ochsen : Kolinplatz;Zug, Hotel Ochsen : Kolinplatz;https://www.foto-ch.ch/?a=fotograph&id=29546;Person;H. Grau, Zug ;Fotograf: H. Grau, Zug Farbe: s/w Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_166452;RecordSet;B_E06_166452_001;Instantiation;166452;E03_82279;Einzelstück;TD_22_00458;Instantiation of - Zug, Hotel Ochsen : Kolinplatz;Zug, Hotel Ochsen : Kolinplatz;https://www.foto-ch.ch/?a=fotograph&id=29547;Person;Eugen Grau, Zug ;Zug Farbe: s/w Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1933;;Ansichtskarte;https://www.foto-ch.ch/?a=fotograph&id=29547;Person;Eugen Grau;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_166456;RecordSet;B_E06_166456_001;Instantiation;166456;E03_82279;Einzelstück;TD_22_00459;Instantiation of - Zug, Hotel Ochsen : Kolinplatz;Zug, Hotel Ochsen : Kolinplatz;https://www.foto-ch.ch/?a=fotograph&id=29547;Person;Eugen Grau, Zug ;Zug Farbe: s/w Text: ja;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1941;;Ansichtskarte;https://www.foto-ch.ch/?a=fotograph&id=29547;Person;Eugen Grau;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_166460;RecordSet;B_E06_166460_001;Instantiation;166460;E03_82279;Einzelstück;TD_22_00460;Instantiation of - Zug, Hotel Ochsen : Kolinplatz;Zug, Hotel Ochsen : Kolinplatz;https://www.foto-ch.ch/?a=fotograph&id=29547;Person;Eugen Grau, Zug ;Zug Farbe: s/w Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1941;;Ansichtskarte;https://www.foto-ch.ch/?a=fotograph&id=29547;Person;Eugen Grau;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_166464;RecordSet;B_E06_166464_001;Instantiation;166464;E03_82279;Einzelstück;TD_22_00461;Instantiation of - Hotel Ochsen, Zug;Hotel Ochsen, Zug;;Person;L.M. Kohler, Bern ;Farbe: s/w Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_166468;RecordSet;B_E06_166468_001;Instantiation;166468;E03_82279;Einzelstück;TD_22_00462;Instantiation of - Hotel Restaurant Ochsen, Zug;Hotel Restaurant Ochsen, Zug;;Person;L.M. Kohler, Bern ;Farbe: s/w Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_166496;RecordSet;B_E06_166496_001;Instantiation;166496;E03_82279;Einzelstück;TD_22_00469;Instantiation of - Zug - Kolin oder Ochsenplatz;Zug - Kolin oder Ochsenplatz;;;;Farbe: farbig Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;https://www.wikidata.org/wiki/Q111594077;Person;J.M. Weber-Strebel;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_166500;RecordSet;B_E06_166500_001;Instantiation;166500;E03_82279;Einzelstück;TD_22_00470;Instantiation of - Zug : Kolin oder Ochsenplatz;Zug : Kolin oder Ochsenplatz;;;;Farbe: farbig Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;https://www.wikidata.org/wiki/Q111594077;Person;J.M. Weber-Strebel;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_166512;RecordSet;B_E06_166512_001;Instantiation;166512;E03_82279;Einzelstück;TD_22_00473;Instantiation of - Zug. Kolinplatz mit Hotel Ochsen;Zug. Kolinplatz mit Hotel Ochsen;https://www.foto-ch.ch/?a=fotograph&id=33770;CorporateBody;Edition Guggenheim, Zürich ;Farbe: farbig Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_166520;RecordSet;B_E06_166520_001;Instantiation;166520;E03_82279;Einzelstück;TD_22_00475;Instantiation of - City-Hotel Ochsen Zug;City-Hotel Ochsen Zug;;CorporateBody;Kalt-Zehnder, Zug ;Fotograf: keine Angabe Farbe: farbig Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_166528;RecordSet;B_E06_166528_001;Instantiation;166528;E03_82279;Einzelstück;TD_22_00477;Instantiation of - Hotel-Restaurant Ochsen Zug;Hotel-Restaurant Ochsen Zug;https://www.foto-ch.ch/?a=fotograph&id=29547;Person;Eugen Grau, Zug ;Farbe: s/w Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1953;;Ansichtskarte;https://www.foto-ch.ch/?a=fotograph&id=29547;Person;Eugen Grau, Zug ;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_166532;RecordSet;B_E06_166532_001;Instantiation;166532;E03_82279;Einzelstück;TD_22_00478;Instantiation of - Schweiz - Suisse - Switzerland : Zug : Kolinplatz mit Brunnen, Stadthaus, Hotel Ochsen;Schweiz - Suisse - Switzerland : Zug : Kolinplatz mit Brunnen, Stadthaus, Hotel Ochsen;https://www.wikidata.org/wiki/Q85724891;;Photoglob, Zürich ;Farbe: farbig Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_166544;RecordSet;B_E06_166544_001;Instantiation;166544;E03_82279;Einzelstück;TD_22_00481;Instantiation of - Hotel Restaurant Ochsen Zug;Hotel Restaurant Ochsen Zug;;CorporateBody;Kalt-Zehnder, Zug ;Fotograf: Grau, Zug Farbe: s/w Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_166564;RecordSet;B_E06_166564_001;Instantiation;166564;E03_82279;Einzelstück;TD_22_00486;Instantiation of - Metallwaren-Fabrik Zug;Metallwaren-Fabrik Zug;;;;Farbe: s/w Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_167193;RecordSet;B_E06_167193_001;Instantiation;167193;E03_82279;Einzelstück;TD_22_00643;Instantiation of - Zug : Hotel Ochsen : Kolinplatz;Zug : Hotel Ochsen : Kolinplatz;;CorporateBody;Wyss Erben, Zug ;Farbe: farbig Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_167201;RecordSet;B_E06_167201_001;Instantiation;167201;E03_82279;Einzelstück;TD_22_00645;Instantiation of - Zug : Collinplatz mit Hôtel Ochsen;Zug : Collinplatz mit Hôtel Ochsen;;;;Farbe: s/w Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_167213;RecordSet;B_E06_167213_001;Instantiation;167213;E03_82279;Einzelstück;TD_22_00648;Instantiation of - Zug : Hotel Ochsen;Zug : Hotel Ochsen;https://www.wikidata.org/wiki/Q85724891;;Photoglob, Zürich ;Farbe: s/w Text: ja;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1901;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_167237;RecordSet;B_E06_167237_001;Instantiation;167237;E03_82279;Einzelstück;TD_22_00654;Instantiation of - Zug : Hotel Ochsen : Kolinplatz;Zug : Hotel Ochsen : Kolinplatz;https://www.foto-ch.ch/?a=fotograph&id=29547;Person;Eugen Grau, Zug ;Farbe: s/w Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1939;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_167265;RecordSet;B_E06_167265_001;Instantiation;167265;E03_82279;Einzelstück;TD_22_00661;Instantiation of - Zug : Kolinplatz mit Brunnen, Stadthaus, Hotel Ochsen : Schweiz / Suisse / Switzerland;Zug : Kolinplatz mit Brunnen, Stadthaus, Hotel Ochsen : Schweiz / Suisse / Switzerland;https://www.wikidata.org/wiki/Q85724891;;Photoglob, Zürich ;Farbe: farbig Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_167711;RecordSet;B_E06_167711_001;Instantiation;167711;E03_82279;Einzelstück;TD_22_00772;Instantiation of - Bürgerspital in Zug;Bürgerspital in Zug;;;;Farbe: s/w Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;https://www.wikidata.org/wiki/Q111594077;Person;J.M. Weber-Strebel;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_167767;RecordSet;B_E06_167767_001;Instantiation;167767;E03_82279;Einzelstück;TD_22_00786;Instantiation of - Zug : Bürgerspital;Zug : Bürgerspital;;;;Farbe: farbig Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;https://www.wikidata.org/wiki/Q111594077;Person;J.M. Weber-Strebel;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_167811;RecordSet;B_E06_167811_001;Instantiation;167811;E03_82279;Einzelstück;TD_22_00797;Instantiation of - Bürgerspital, Zug;Bürgerspital, Zug;https://www.foto-ch.ch/?a=fotograph&id=29547;Person;Eugen Grau, Zug ;Fotograf: Eugen Grau, Zug Farbe: s/w Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1949;;Ansichtskarte;https://www.foto-ch.ch/?a=fotograph&id=29547;Person;Eugen Grau;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_167819;RecordSet;B_E06_167819_001;Instantiation;167819;E03_82279;Einzelstück;TD_22_00799;Instantiation of - Flugaufnahme Bürgerspital Zug;Flugaufnahme Bürgerspital Zug;http://example.org/base/J. Gaberell, Thalwil ;Person;J. Gaberell, Thalwil ;Fotograf: keine Angabe Farbe: s/w Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_168550;RecordSet;B_E06_168550_001;Instantiation;168550;E03_82279;Einzelstück;TD_22_00981;Instantiation of - Gruss aus Menzingen (Besitzer: Clemens Hegglin z. Ochsen);Gruss aus Menzingen (Besitzer: Clemens Hegglin z. Ochsen);;;;Farbe: s/w Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q66050;Menzingen
B_E03_178773;RecordSet;B_E06_178773_001;Instantiation;178773;E03_82279;Einzelstück;TD_22_01038;Instantiation of - Gruss aus Neuheim : Ct. Zug : Kirche, Gasthaus z. Ochsen, Schulhaus;Gruss aus Neuheim : Ct. Zug : Kirche, Gasthaus z. Ochsen, Schulhaus;;;;Farbe: farbig Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;https://www.wikidata.org/wiki/Q111594077;Person;J.M. Weber-Strebel;;https://www.wikidata.org/wiki/Q65986;Neuheim
B_E03_178777;RecordSet;B_E06_178777_001;Instantiation;178777;E03_82279;Einzelstück;TD_22_01039;Instantiation of - Gruss aus Neuheim : Gasthaus zum Falken, Neuheim Ct. Zug, Hinterburg;Gruss aus Neuheim : Gasthaus zum Falken, Neuheim Ct. Zug, Hinterburg;http://example.org/base/Carl Künzli, Zürich ;Person;Carl Künzli, Zürich ;Farbe: s/w Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Ansichtskarte;http://example.org/base/J. Etter, z. Ochsen, Neuheim;Person;J. Etter, z. Ochsen, Neuheim;;https://www.wikidata.org/wiki/Q65986;Neuheim
B_E03_178925;RecordSet;B_E06_178925_001;Instantiation;178925;E03_82279;Einzelstück;TD_22_01076;Instantiation of - Gruss aus Ober-Aegeri : Kirche, Generalansicht, Gasthaus zum Ochsen;Gruss aus Ober-Aegeri : Kirche, Generalansicht, Gasthaus zum Ochsen;http://example.org/base/J. Kündig, Zug ;Person;J. Kündig, Zug ;Farbe: farbig Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1901;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q65017;Oberägeri
B_E03_179681;RecordSet;B_E06_179681_001;Instantiation;179681;E03_82279;Einzelstück;TD_22_01264;Instantiation of - Seegfrörni 1963;Seegfrörni 1963;http://example.org/base/Polydruck, Dietikon ZH ;;Polydruck, Dietikon ZH ;Farbe: s/w Text: nein;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1963;;Ansichtskarte;;;;;https://www.wikidata.org/wiki/Q14436;Zugersee
B_E03_185847;RecordSet;B_E06_185847_001;Instantiation;185847;E03_185846;Bestand;TD_23;Instantiation of - Glasplattensammlung;Glasplattensammlung;;;Verschiedene;Sammlung von  Glasplattennegativen unterschiedlichen Ursprung;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);ca. 1840 - 1930;3’623;Fotografie;;;;;;
B_E03_185847_00062;RecordSet;B_E06_185847_00062_001;Instantiation;185847_00062;E03_185847;Einzelstück;TD_23_00062;Instantiation of - Erste Berghütte als Gaststädte beim Wildspitz;Erste Berghütte als Gaststädte beim Wildspitz;;;;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1855 - 1888;;Fotografie;https://www.wikidata.org/wiki/Q98931764;Person;Katharina Weiss;8,5x10;https://www.wikidata.org/wiki/Q22617338;Wildspitz
B_E03_185847_00072;RecordSet;B_E06_185847_00072_001;Instantiation;185847_00072;E03_185847;Einzelstück;TD_23_00072;Instantiation of - Stadt Zug vom See aus gesehen, ZG, Datierung durch das Schiff;Stadt Zug vom See aus gesehen, ZG, Datierung durch das Schiff;;;;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1880;;Fotografie;https://www.wikidata.org/wiki/Q98931764;Person;Katharina Weiss;7,5x10;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_185847_00073;RecordSet;B_E06_185847_00073_001;Instantiation;185847_00073;E03_185847;Einzelstück;TD_23_00073;Instantiation of - Platz hinter dem Burgbachschulhaus mit 3 Dromedaren, Stadt Zug, ZG;Platz hinter dem Burgbachschulhaus mit 3 Dromedaren, Stadt Zug, ZG;;;;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1865;;Fotografie;https://www.wikidata.org/wiki/Q98931764;Person;Katharina Weiss;8,5x10;http://example.org/base/SchulhausBurgbach;SchulhausBurgbach
B_E03_185847_00076;RecordSet;B_E06_185847_00076_001;Instantiation;185847_00076;E03_185847;Einzelstück;TD_23_00076;Instantiation of - Die Burg in der Altstadt von Zug;Die Burg in der Altstadt von Zug;;;;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1840;;Fotografie;https://www.wikidata.org/wiki/Q98931764;Person;Katharina Weiss;8,5x10;https://www.wikidata.org/wiki/Q186586;BurgZug
B_E03_185847_00261;RecordSet;B_E06_185847_00261_001;Instantiation;185847_00261;E03_185847;Einzelstück;TD_23_00261;Instantiation of - Zeichnung des Löberentores von 1840;Zeichnung des Löberentores von 1840;;;;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1840;;Fotografie;https://www.wikidata.org/wiki/Q98931764;Person;Katharina Weiss;9x12;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_185847_00266;RecordSet;B_E06_185847_00266_001;Instantiation;185847_00266;E03_185847;Einzelstück;TD_23_00266;Instantiation of - Zeichnung des Löberentores von 1840;Zeichnung des Löberentores von 1840;;;;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1840;;Fotografie;https://www.wikidata.org/wiki/Q98931764;Person;Katharina Weiss;9x12;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_185847_00667;RecordSet;B_E06_185847_00667_001;Instantiation;185847_00667;E03_185847;Einzelstück;TD_23_00667;Instantiation of - Kolinplatz 17, Hotel Ochsen im Hintergrund;Kolinplatz 17, Hotel Ochsen im Hintergrund;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Fotografie;;;;9x12;http://example.org/base/Kolinplatz;Kolinplatz
B_E03_185847_00703;RecordSet;B_E06_185847_00703_001;Instantiation;185847_00703;E03_185847;Einzelstück;TD_23_00703;Instantiation of - Die Kaserne von Zug an der St. Oswaldsgasse, seit 1983 befindet sich im Gebäude die Stadt Bibliothek Zug und das städtische Archiv darin;Die Kaserne von Zug an der St. Oswaldsgasse, seit 1983 befindet sich im Gebäude die Stadt Bibliothek Zug und das städtische Archiv darin;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);vor 1894;;Fotografie;;;;9x12;https://geo.ld.admin.ch/location/address/101239133; St.-Oswalds-Gasse 21
B_E03_185847_00705;RecordSet;B_E06_185847_00705_001;Instantiation;185847_00705;E03_185847;Einzelstück;TD_23_00705;Instantiation of - Rekruten oder Soldaten vor der Kaserne, heute Bibliothek Zug;Rekruten oder Soldaten vor der Kaserne, heute Bibliothek Zug;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);nach 1914;;Fotografie;;;;9x12;https://geo.ld.admin.ch/location/address/101239133; St.-Oswalds-Gasse 21
B_E03_185847_00706;RecordSet;B_E06_185847_00706_001;Instantiation;185847_00706;E03_185847;Einzelstück;TD_23_00706;Instantiation of - Kaserne Zug an der St. Oswaldsgasse, heute Bibliothek Zug;Kaserne Zug an der St. Oswaldsgasse, heute Bibliothek Zug;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);vor 1894;;Fotografie;;;;9x12;https://geo.ld.admin.ch/location/address/101239133; St.-Oswalds-Gasse 21
