B_E03_id;E03_type;B_E06_id;E06_type;id;superordinate;levelOfDescription;signature;E06_title;title;publisher_ID;publisherEntityType;publisher;scopeAndContent;representationType;creationDate;extent;contentType;creator_id;creatorType;creator;carrierExtent;E22_place_Id;E22_Place_Name
B_E03_185847_00719;RecordSet;B_E06_185847_00719_001;Instantiation;185847_00719;E03_185847;Einzelstück;TD_23_00719;Instantiation of - Kaserne Zug an der St. Oswaldsgasse, heute Stadt Bibliothek Zug;Kaserne Zug an der St. Oswaldsgasse, heute Stadt Bibliothek Zug;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);nach 1894;;Fotografie;;;;9x12;https://geo.ld.admin.ch/location/address/101239133; St.-Oswalds-Gasse 21
B_E03_185847_00727;RecordSet;B_E06_185847_00727_001;Instantiation;185847_00727;E03_185847;Einzelstück;TD_23_00727;Instantiation of - Kolinplatz (neu) und Zytturm von der Ägeristrasse aus aufgenommen, neben dem Hotel Ochsen. Wandgemälde von Christian Schmid am Turm wurde 1954 wieer entfernt;Kolinplatz (neu) und Zytturm von der Ägeristrasse aus aufgenommen, neben dem Hotel Ochsen. Wandgemälde von Christian Schmid am Turm wurde 1954 wieer entfernt;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1901 - 1905;;Fotografie;;;;9x12;http://example.org/base/Kolinplatz;Kolinplatz
B_E03_185847_00736;RecordSet;B_E06_185847_00736_001;Instantiation;185847_00736;E03_185847;Einzelstück;TD_23_00736;Instantiation of - vermutlich das alte Bürgerspital erbaut 1857 an der Artherstrasse, heute am gleichem Standort das ehemaliges Kantonspital von Zug, mehrere Umbauten und Veränderungen lassen nicht mehr usrpüngliche Form erkennen.;vermutlich das alte Bürgerspital erbaut 1857 an der Artherstrasse, heute am gleichem Standort das ehemaliges Kantonspital von Zug, mehrere Umbauten und Veränderungen lassen nicht mehr usrpüngliche Form erkennen.;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Fotografie;;;;9x12;http://example.org/base/BürgerspitalZug;BürgerspitalZug
B_E03_185847_00737;RecordSet;B_E06_185847_00737_001;Instantiation;185847_00737;E03_185847;Einzelstück;TD_23_00737;Instantiation of - vermutlich das alte Bürgerspital erbaut 1857 an der Artherstrasse, heute am gleichem Standort das ehemaliges Kantonspital von Zug, mehrere Umbauten und Veränderungen lassen nicht mehr usrpüngliche Form erkennen.;vermutlich das alte Bürgerspital erbaut 1857 an der Artherstrasse, heute am gleichem Standort das ehemaliges Kantonspital von Zug, mehrere Umbauten und Veränderungen lassen nicht mehr usrpüngliche Form erkennen.;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Fotografie;;;;9x12;http://example.org/base/BürgerspitalZug;BürgerspitalZug
B_E03_185847_00743;RecordSet;B_E06_185847_00743_001;Instantiation;185847_00743;E03_185847;Einzelstück;TD_23_00743;Instantiation of - Kaserne der Stadt Zug, heute Bibliothek Zug;Kaserne der Stadt Zug, heute Bibliothek Zug;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Fotografie;;;;9x12;https://geo.ld.admin.ch/location/address/101239133; St.-Oswalds-Gasse 21
B_E03_185847_00744;RecordSet;B_E06_185847_00744_001;Instantiation;185847_00744;E03_185847;Einzelstück;TD_23_00744;Instantiation of - Inspektion oder Apell von Soldaten vor der Kaserne der Stadt Zug, heute Bibliothek Zug;Inspektion oder Apell von Soldaten vor der Kaserne der Stadt Zug, heute Bibliothek Zug;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Fotografie;;;;9x12;https://geo.ld.admin.ch/location/address/101239133; St.-Oswalds-Gasse 21
B_E03_185847_00746;RecordSet;B_E06_185847_00746_001;Instantiation;185847_00746;E03_185847;Einzelstück;TD_23_00746;Instantiation of - vermutlich das alte Bürgerspital erbaut 1857 an der Artherstrasse, heute am gleichem Standort das ehemaliges Kantonspital von Zug, mehrere Umbauten und Veränderungen lassen nicht mehr usrpüngliche Form erkennen.;vermutlich das alte Bürgerspital erbaut 1857 an der Artherstrasse, heute am gleichem Standort das ehemaliges Kantonspital von Zug, mehrere Umbauten und Veränderungen lassen nicht mehr usrpüngliche Form erkennen.;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Fotografie;;;;9x12;http://example.org/base/BürgerspitalZug;BürgerspitalZug
B_E03_185847_00764;RecordSet;B_E06_185847_00764_001;Instantiation;185847_00764;E03_185847;Einzelstück;TD_23_00764;Instantiation of - Erster Bahnhof von Zug. Einweihungsfeier;Erster Bahnhof von Zug. Einweihungsfeier;https://www.wikidata.org/wiki/Q98931764;Person;Katharina Weiss;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1865;;Fotografie;;;;9x12;http://example.org/base/1. BahnhofZug;1. BahnhofZug
B_E03_185847_00784;RecordSet;B_E06_185847_00784_001;Instantiation;185847_00784;E03_185847;Einzelstück;TD_23_00784;Instantiation of - Erster Bahnhof von Zug. Einweihungsfeier;Erster Bahnhof von Zug. Einweihungsfeier;https://www.wikidata.org/wiki/Q98931764;Person;Katharina Weiss;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1865;;Fotografie;;;;9x12;http://example.org/base/1. BahnhofZug;1. BahnhofZug
B_E03_185847_00855;RecordSet;B_E06_185847_00855_001;Instantiation;185847_00855;E03_185847;Einzelstück;TD_23_00855;Instantiation of - St. Oswalds-Gasse, das Knabenschulhaus und die Kaserne im Vordergrund;St. Oswalds-Gasse, das Knabenschulhaus und die Kaserne im Vordergrund;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Fotografie;;;;9x12;https://geo.ld.admin.ch/location/address/101239133; St.-Oswalds-Gasse 21
B_E03_185847_00896;RecordSet;B_E06_185847_00896_001;Instantiation;185847_00896;E03_185847;Einzelstück;TD_23_00896;Instantiation of - Kolinplatz mit Droschken vor dem Hotel Ochsen;Kolinplatz mit Droschken vor dem Hotel Ochsen;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Fotografie;;;;9x12;http://example.org/base/Kolinplatz;Kolinplatz
B_E03_185847_01001;RecordSet;B_E06_185847_01001_001;Instantiation;185847_01001;E03_185847;Einzelstück;TD_23_01001;Instantiation of - Kaserne Zug an der St. Oswaldsgasse mit Personen vor dem Gebäude, heute Bibliothek Zug;Kaserne Zug an der St. Oswaldsgasse mit Personen vor dem Gebäude, heute Bibliothek Zug;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1902;;Fotografie;;;;9x12;https://geo.ld.admin.ch/location/address/101239133; St.-Oswalds-Gasse 21
B_E03_185847_01041;RecordSet;B_E06_185847_01041_001;Instantiation;185847_01041;E03_185847;Einzelstück;TD_23_01041;Instantiation of - Altes Knabenschulhaus und Kaserne bei der St. Oswalds-Gasse;Altes Knabenschulhaus und Kaserne bei der St. Oswalds-Gasse;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1902;;Fotografie;;;;9x12;https://geo.ld.admin.ch/location/address/101239133; St.-Oswalds-Gasse 21
B_E03_185847_01046;RecordSet;B_E06_185847_01046_001;Instantiation;185847_01046;E03_185847;Einzelstück;TD_23_01046;Instantiation of - Bau des Neustadtschulhaus hinter der Reformierten Kirche Zug;Bau des Neustadtschulhaus hinter der Reformierten Kirche Zug;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);39934;;Fotografie;;;;9x12;https://geo.ld.admin.ch/location/address/100307000;Neustadtschulhaus
B_E03_185847_01069;RecordSet;B_E06_185847_01069_001;Instantiation;185847_01069;E03_185847;Einzelstück;TD_23_01069;Instantiation of - Altes Knabenschulhaus und Kaserne bei der St. Oswaldsgasse, im Hintergrund ist die St. Oswalds Kirche und das Zeughaus von Zug;Altes Knabenschulhaus und Kaserne bei der St. Oswaldsgasse, im Hintergrund ist die St. Oswalds Kirche und das Zeughaus von Zug;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1910;;Fotografie;;;;9x12;https://geo.ld.admin.ch/location/address/101239133; St.-Oswalds-Gasse 21
B_E03_185847_01405;RecordSet;B_E06_185847_01405_001;Instantiation;185847_01405;E03_185847;Einzelstück;TD_23_01405;Instantiation of - Das Knabenschulhaus der Stadt Zug mit der alten Kaserne und dem Zeughaus. Im Hintergrund der Pulver- und Huwilerturm der Stadtbefestigung, sowie der Kirchturm St. Oswald, Stadt Zug, ZG;Das Knabenschulhaus der Stadt Zug mit der alten Kaserne und dem Zeughaus. Im Hintergrund der Pulver- und Huwilerturm der Stadtbefestigung, sowie der Kirchturm St. Oswald, Stadt Zug, ZG;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);41518;;Fotografie;;;;9x12;https://geo.ld.admin.ch/location/address/101239133; St.-Oswalds-Gasse 21
B_E03_185847_01490;RecordSet;B_E06_185847_01490_001;Instantiation;185847_01490;E03_185847;Einzelstück;TD_23_01490;Instantiation of - Familienfoto beim Theater Casino von Zug, im Hintergrund kann man den Turm der Liebfrauenkapelle erkennen;Familienfoto beim Theater Casino von Zug, im Hintergrund kann man den Turm der Liebfrauenkapelle erkennen;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1913;;Fotografie;;;;9x12;https://geo.ld.admin.ch/location/address/100293767;CasinoZug, Artherstrasse 4
B_E03_185847_01942;RecordSet;B_E06_185847_01942_001;Instantiation;185847_01942;E03_185847;Einzelstück;TD_23_01942;Instantiation of - Kleidergeschäft von Joseph Vogel, Kasernenplatz Luzern;Kleidergeschäft von Joseph Vogel, Kasernenplatz Luzern;https://www.wikidata.org/wiki/Q111594077;Person;Joseph Maria Weber-Strebel;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);11.02.1894;;Fotografie;;;;9x12;http://example.org/base/Kasernenplatz;Kasernenplatz
B_E03_185847_01943;RecordSet;B_E06_185847_01943_001;Instantiation;185847_01943;E03_185847;Einzelstück;TD_23_01943;Instantiation of - Kleidergeschäft von Joseph Vogel, Kasernenplatz Luzern;Kleidergeschäft von Joseph Vogel, Kasernenplatz Luzern;https://www.wikidata.org/wiki/Q111594077;Person;Joseph Maria Weber-Strebel;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);11.02.1894;;Fotografie;;;;9x12;http://example.org/base/Kasernenplatz;Kasernenplatz
B_E03_185847_02614;RecordSet;B_E06_185847_02614_001;Instantiation;185847_02614;E03_185847;Einzelstück;TD_23_02614;Instantiation of - Die Kaserne der Stadt Zug, heute Bibliothek;Die Kaserne der Stadt Zug, heute Bibliothek;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);ca. 1893;;Fotografie;;;;12x16;https://geo.ld.admin.ch/location/address/101239133; St.-Oswalds-Gasse 21
B_E03_185847_02639;RecordSet;B_E06_185847_02639_001;Instantiation;185847_02639;E03_185847;Einzelstück;TD_23_02639;Instantiation of - Hotel Löwen am See beim Landsgemeindeplatz Zug;Hotel Löwen am See beim Landsgemeindeplatz Zug;https://www.wikidata.org/wiki/Q98931764;Person;Katharina Weiss;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1884;;Fotografie;;;;13x18;http://example.org/base/Landsgemeindeplatz;Landsgemeindeplatz
B_E03_185847_02819;RecordSet;B_E06_185847_02819_001;Instantiation;185847_02819;E03_185847;Einzelstück;TD_23_02819;Instantiation of - Kolinplatz mit Kolinbrunnen und Hotel Ochsen im Hintergrund;Kolinplatz mit Kolinbrunnen und Hotel Ochsen im Hintergrund;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Fotografie;;;;13x18;http://example.org/base/Kolinplatz;Kolinplatz
B_E03_185847_02824;RecordSet;B_E06_185847_02824_001;Instantiation;185847_02824;E03_185847;Einzelstück;TD_23_02824;Instantiation of - Kolinplatz mit dem Brunnen und dem Hotel Ochsen, auf der Seite der Kolinplatz 13 mit dem Wandgemälde der Kappeler Milchsuppe erkennbar;Kolinplatz mit dem Brunnen und dem Hotel Ochsen, auf der Seite der Kolinplatz 13 mit dem Wandgemälde der Kappeler Milchsuppe erkennbar;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1910;;Fotografie;;;;13x18;http://example.org/base/Kolinplatz;Kolinplatz
B_E03_185847_02829;RecordSet;B_E06_185847_02829_001;Instantiation;185847_02829;E03_185847;Einzelstück;TD_23_02829;Instantiation of - Kolinplatz mit Brunnen und Hotel Ochsen mir renovierter Fassade;Kolinplatz mit Brunnen und Hotel Ochsen mir renovierter Fassade;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Fotografie;;;;13x18;http://example.org/base/Kolinplatz;Kolinplatz
B_E03_185847_02938;RecordSet;B_E06_185847_02938_001;Instantiation;185847_02938;E03_185847;Einzelstück;TD_23_02938;Instantiation of - Kaserne von Zug, heute Bibliothek Zug;Kaserne von Zug, heute Bibliothek Zug;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Fotografie;;;;13x18;https://geo.ld.admin.ch/location/address/101239133; St.-Oswalds-Gasse 21
B_E03_185847_02953;RecordSet;B_E06_185847_02953_001;Instantiation;185847_02953;E03_185847;Einzelstück;TD_23_02953;Instantiation of - Bild des Kolinplatzes mit altem Zollhauses und Brunnen von 1862;Bild des Kolinplatzes mit altem Zollhauses und Brunnen von 1862;https://www.wikidata.org/wiki/Q98931764;Person;Katharina Weiss;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1862;;Fotografie;;;;13x18;http://example.org/base/Kolinplatz;Kolinplatz
B_E03_185847_02966;RecordSet;B_E06_185847_02966_001;Instantiation;185847_02966;E03_185847;Einzelstück;TD_23_02966;Instantiation of - St. Oswalds-Gasse, das Knabenschulhaus und die Kaserne im Vordergrund;St. Oswalds-Gasse, das Knabenschulhaus und die Kaserne im Vordergrund;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1897;;Fotografie;;;;13x18;https://geo.ld.admin.ch/location/address/101239133; St.-Oswalds-Gasse 21
B_E03_185847_02967;RecordSet;B_E06_185847_02967_001;Instantiation;185847_02967;E03_185847;Einzelstück;TD_23_02967;Instantiation of - St. Oswalds-Gasse, das Knabenschulhaus und die Kaserne im Vordergrund;St. Oswalds-Gasse, das Knabenschulhaus und die Kaserne im Vordergrund;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1897;;Fotografie;;;;13x18;https://geo.ld.admin.ch/location/address/101239133; St.-Oswalds-Gasse 21
B_E03_185847_02969;RecordSet;B_E06_185847_02969_001;Instantiation;185847_02969;E03_185847;Einzelstück;TD_23_02969;Instantiation of - St. Oswalds-Gasse, das Knabenschulhaus und die Kaserne im Vordergrund;St. Oswalds-Gasse, das Knabenschulhaus und die Kaserne im Vordergrund;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1897;;Fotografie;;;;13x18;https://geo.ld.admin.ch/location/address/101239133; St.-Oswalds-Gasse 21
B_E03_185847_02970;RecordSet;B_E06_185847_02970_001;Instantiation;185847_02970;E03_185847;Einzelstück;TD_23_02970;Instantiation of - Kaserne der Stadt Zug, heute Stadt Bibliothek;Kaserne der Stadt Zug, heute Stadt Bibliothek;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1897;;Fotografie;;;;13x18;https://geo.ld.admin.ch/location/address/101239133; St.-Oswalds-Gasse 21
B_E03_185847_02974;RecordSet;B_E06_185847_02974_001;Instantiation;185847_02974;E03_185847;Einzelstück;TD_23_02974;Instantiation of - Die Kaserne der Stadt Zug und die Villa Flora an der Zugerbergstrasse, vom Zeughaus aus gesehen;Die Kaserne der Stadt Zug und die Villa Flora an der Zugerbergstrasse, vom Zeughaus aus gesehen;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1897;;Fotografie;;;;13x18;https://geo.ld.admin.ch/location/address/101239133; St.-Oswalds-Gasse 21
B_E03_185847_03459;RecordSet;B_E06_185847_03459_001;Instantiation;185847_03459;E03_185847;Einzelstück;TD_23_03459;Instantiation of - Stadt Zug vom Alpenquai aus gesehen vor der Vorstadtkatastrophe;Stadt Zug vom Alpenquai aus gesehen vor der Vorstadtkatastrophe;;;;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);vor 1887;;Fotografie;https://www.wikidata.org/wiki/Q98931764;Person;Katharina Weiss;13x18;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_185847_03485;RecordSet;B_E06_185847_03485_001;Instantiation;185847_03485;E03_185847;Einzelstück;TD_23_03485;Instantiation of - Inneres des Bürgerspitals;Inneres des Bürgerspitals;;;;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1920 - 1935;;Fotografie;https://www.foto-ch.ch/?a=fotograph&id=31647;Person;Eugen Oetiker;13x18;http://example.org/base/Bürgerspital;Bürgerspital
B_E03_185847_03486;RecordSet;B_E06_185847_03486_001;Instantiation;185847_03486;E03_185847;Einzelstück;TD_23_03486;Instantiation of - Bürgerspital von Zug;Bürgerspital von Zug;;;;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1920 - 1935;;Fotografie;https://www.foto-ch.ch/?a=fotograph&id=31647;Person;Eugen Oetiker;13x18;http://example.org/base/Bürgerspital;Bürgerspital
B_E03_185847_03498;RecordSet;B_E06_185847_03498_001;Instantiation;185847_03498;E03_185847;Einzelstück;TD_23_03498;Instantiation of - Menschen auf dem eingefrohrenen Zugersee, im Hintergrund die Altstadt zu sehen;Menschen auf dem eingefrohrenen Zugersee, im Hintergrund die Altstadt zu sehen;;; ;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1895;;Fotografie;;;;13x18;https://www.wikidata.org/wiki/Q14436;Zugersee
B_E03_185847_03559;RecordSet;B_E06_185847_03559_001;Instantiation;185847_03559;E03_185847;Einzelstück;TD_23_03559;Instantiation of - Zwei Häuser vermutlich am Zugersee, Ort unbekannt;Zwei Häuser vermutlich am Zugersee, Ort unbekannt;;;;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Fotografie;https://www.wikidata.org/wiki/Q98931764;Person;Katharina Weiss;18x24;https://www.wikidata.org/wiki/Q14436;Zugersee
B_E03_185847_03560;RecordSet;B_E06_185847_03560_001;Instantiation;185847_03560;E03_185847;Einzelstück;TD_23_03560;Instantiation of - Mehrere grosse Häuser vermutlich an der Poststrasse in Zug;Mehrere grosse Häuser vermutlich an der Poststrasse in Zug;;;;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Fotografie;https://www.wikidata.org/wiki/Q98931764;Person;Katharina Weiss;18x24;https://www.wikidata.org/wiki/Q14436;Zugersee
B_E03_185847_03561;RecordSet;B_E06_185847_03561_001;Instantiation;185847_03561;E03_185847;Einzelstück;TD_23_03561;Instantiation of - Erstes Bahnhofsgebäude von Zug, Bild von Katharina Weiss;Erstes Bahnhofsgebäude von Zug, Bild von Katharina Weiss;;;;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);1866 - 1897;;Fotografie;https://www.wikidata.org/wiki/Q98931764;Person;Katharina Weiss;18x24;https://www.wikidata.org/wiki/Q68144;Zug
B_E03_185847_03562;RecordSet;B_E06_185847_03562_001;Instantiation;185847_03562;E03_185847;Einzelstück;TD_23_03562;Instantiation of - Kolinbrunnen vor dem Hotel Ochsen;Kolinbrunnen vor dem Hotel Ochsen;;;;;Elektronische Speichermedien (Digitalisiert) (digitalisiert übernommen);Undatiert;;Fotografie;https://www.wikidata.org/wiki/Q98931764;Person;Katharina Weiss;18x24;http://example.org/base/Kolinplatz;Kolinplatz
